"Time"	gadX	torR	hdeA	hdeB	yhiD
850	0.1744270	0.6427720	0.5058004	0.6851132	0.3079045
900	0.1827802	0.6471467	0.5370333	0.5497178	0.2462824
950	0.2217057	0.6134289	0.5742137	0.6530765	0.3570292
1000	0.2765231	0.5659780	0.5073501	0.6668014	0.3968908

0	0.1641520	0.7277009	0.5863268	0.7520631	0.3777241
50	0.1895464	0.7443158	0.5838739	0.6290168	0.5142930
100	0.1715940	0.6048314	0.6479411	0.5692079	0.5861469
150	0.2371359	0.7685622	0.6311386	0.6043709	0.5759561
200	0.1489342	0.6460064	0.7611735	0.5278919	0.7483495
250	0.1748464	0.7147701	0.6498955	0.5772990	0.7058934
300	0.1448509	0.6043052	0.6267364	0.4154545	0.5846714
350	0.1638799	0.6986813	0.6890655	0.5003121	0.6361037
400	0.1219059	0.7308027	0.7499457	0.6091672	0.6706513
450	0.1921758	0.6394028	0.6610710	0.5567413	0.6045568
500	0.1614080	0.7178279	0.7485399	0.5317221	0.6740129
550	0.1323946	0.8031797	0.5252743	0.5698164	0.5602679
600	0.1671162	0.6927544	0.4642216	0.4850738	0.3882483
650	0.1938123	0.6718321	0.5603833	0.6119156	0.3937183
700	0.1273805	0.7002000	0.4942886	0.5804755	0.3453913
750	0.1658203	0.6541612	0.5425902	0.5558608	0.3580626
800	0.1612940	0.6901733	0.6144562	0.5617170	0.3448520
850	0.1310590	0.7742040	0.5892851	0.5823261	0.2983574
900	0.1851302	0.6712007	0.5408114	0.6533101	0.4858374
950	0.1731285	0.6096591	0.6030396	0.5140512	0.3911685
1000	0.1751683	0.8095482	0.5889277	0.6482540	0.4338350

0	0.2104141	0.6914678	0.5508343	0.6738183	0.3155706
50	0.1197688	0.7042670	0.5677058	0.6409691	0.4080447
100	0.0649099	0.6738718	0.5405489	0.5435630	0.3526153
150	0.0587094	0.7377892	0.4478824	0.5667748	0.4479019
200	0.0589491	0.6712434	0.5443814	0.6463891	0.4043166
250	0.1206107	0.5785455	0.4912462	0.6316385	0.3044506
