"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN
1000	0.9318848	0.9740965	0.3704300	0.8760348	0.3869243	0.4370450	0.9328866	0.2695791	0.5293299	0.0435020

0	1.0656191	0.9491509	0.2200314	0.9274501	0.5176824	0.4316510	1.0998403	0.2818291	0.6490689	0.0687770
50	0.7386984	0.9363046	0.2083779	1.0203070	0.6065780	0.4762191	0.8649928	0.2628412	0.7375182	0.0209618
100	0.5230331	1.1086733	0.2804181	1.0932227	0.5884468	0.5207720	1.0251784	0.2663409	0.7542596	0.0158946
150	0.4326916	0.9960864	0.4249643	0.9754439	0.5569377	0.5567075	0.9500252	0.3450974	0.8221467	0.0116410
200	0.4280105	1.1216237	0.5911729	0.8480354	0.4466565	0.5746832	0.9499138	0.4527462	0.9416803	0.0204192
250	0.4226502	1.0387943	0.6634055	0.8275130	0.4077873	0.5237679	0.8958095	0.4898887	0.7992915	0.0156305
300	0.4170632	0.9688456	0.6994556	0.7642990	0.3697635	0.5440706	0.9347981	0.4365653	0.7286722	0.0219494
350	0.3950385	1.0098466	0.6779710	0.7624039	0.3619526	0.5253047	0.8749139	0.5185454	0.7235828	0.0173899
400	0.3783119	0.9406684	0.6462527	0.7276716	0.3734009	0.5745596	0.8551680	0.4459192	0.8075541	0.0378210
450	0.3906091	1.0086956	0.7016326	0.6591726	0.3132067	0.5304009	0.8823420	0.3584610	0.7853334	0.0316251
500	0.3931887	0.9777362	0.6662752	0.7113219	0.3231872	0.5014528	0.9404708	0.4396693	0.8053358	0.0168442
